Timestamp,Role,YearsOfExperience,FamiliarityWithBIM,CurrentBIMUsage,ReasonForNoBIM,adv_centralizesInfo,adv_improvesClarity3D,adv_reducesMisunderstandings,adv_facilitatesFeedback,adv_enhancesIntegration,adv_multidisciplinaryCollab,adv_streamlinesCoordination,adv_integratedDelivery,adv_remoteCollaboration,adv_promotesTransparency,adv_speedsUpPlanning,adv_learningCurveJustified,adv_automatesTakeoff,adv_parametricModeling,adv_boostsOverallEfficiency,adv_clashDetection,adv_reducesOnSiteErrors,adv_minimizesAmbiguities,adv_visualizesComplexSystems,adv_improvesConstructability,adv_lowersCosts,adv_optimizesResourceUsage,adv_cutsDownDelays,adv_longTermSavings,adv_smootherWorkflows,chal_dataExchange,chal_disorganizedInfo,chal_outdatedInfo,chal_misinterpretation,chal_siloedWorkflows,chal_ineffectiveCoordination,chal_limitedInteroperability,chal_lackOfTrust,chal_steepLearningCurve,chal_underutilizationOfFeatures,chal_inadequateHardware,chal_insufficientTraining,chal_limitedClashKnowledge,chal_poorRoleDefinitions,chal_incompleteModels,chal_noStandardizedProtocols,chal_highInvestment,chal_difficultyProvingROI,chal_extendedTimelines,chal_misalignmentOfCosts,strat_establishCDE,strat_adoptIFC,strat_implementIPD,strat_appointBimCoordinator,strat_ongoingTraining,strat_investInHardware,strat_mandatoryClashDetection,strat_developBEP,strat_conductROIStudies,strat_integrateCostTools,ProjectsInvolved,OrganizationType,Age,Gender,Location
2/14/2026 16:27:08,Contractor,3,Very familiar,Planning to adopt,N/A,5,5,4,4,5,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,Residential,Construction Company/Contractor,28,Prefer not to say,"Baguio City, Benguet"
2/14/2026 16:33:08,Contractor,5,Somewhat familiar,Planning to adopt,N/A,3,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,3,4,3,2,2,4,4,4,4,4,1,5,5,4,3,2,2,3,2,2,2,2,4,5,5,2,2,2,5,4,4,3,3,3,3,3,5,4,4,Residential,Construction Company/Contractor,30,Male,"Baguio City, Benguet"
2/14/2026 16:40:28,Project Manager,5,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,"Residential, Commercial, Industrial",Consulting/Project Management Firm,34,Prefer not to say,Benguet
2/14/2026 16:52:38,Project Manager,12,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,40,Male,"Baguio City, Benguet"
2/14/2026 16:54:18,Client/Owner/Developer,0,Somewhat familiar,Planning to adopt,N/A,4,4,4,5,4,3,3,4,3,4,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,Residential,Client/Owner/Developer,27,Female,La Union
2/14/2026 16:54:56,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,4,5,4,4,4,5,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,2,4,4,4,4,5,4,4,5,5,5,4,4,4,3,5,5,4,4,3,4,4,5,4,5,5,4,5,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,32,Male,"Baguio City, Benguet"
2/14/2026 17:09:03,Contractor,9,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,2,2,3,3,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,"Residential, Commercial",Construction Company/Contractor,37,Male,"Baguio City, Benguet"
2/14/2026 17:20:41,Client/Owner/Developer,4,Somewhat familiar,Planning to adopt,N/A,5,5,4,5,4,5,4,5,5,5,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,2,1,1,2,1,1,1,2,2,1,1,2,2,3,1,1,1,2,1,1,4,5,5,5,5,5,5,5,5,5,Residential,Client/Owner/Developer,29,Male,Nueva Ecija
2/14/2026 17:25:01,Contractor,7,Somewhat familiar,Planning to adopt,N/A,5,4,5,4,5,4,4,5,4,5,4,4,4,5,5,4,4,4,5,4,4,5,4,4,4,4,2,4,3,3,4,4,5,3,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,5,5,Residential,Construction Company/Contractor,40,Prefer not to say,"Baguio City, Benguet"
2/14/2026 17:34:40,Contractor,8,Somewhat familiar,Planning to adopt,N/A,4,4,4,5,4,4,3,4,4,5,4,3,4,3,3,3,4,4,5,5,5,5,5,4,4,3,2,2,3,2,2,3,2,1,4,4,4,4,5,5,4,4,4,4,4,3,3,4,5,5,4,3,4,3,5,"Residential, Infrastructure",Construction Company/Contractor,39,Male,"Baguio City, Benguet"
2/14/2026 17:37:08,Contractor,4,Somewhat familiar,Planning to adopt,N/A,3,4,3,4,4,4,3,3,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,2,4,4,5,4,4,4,3,4,3,5,3,3,3,3,4,5,4,4,4,4,4,Residential,Construction Company/Contractor,29,Male,"Baguio City, Benguet"
2/14/2026 17:38:40,Project Manager,10,Very familiar,Currently use BIM,N/A,5,4,5,4,3,4,4,5,4,4,3,3,4,4,5,4,4,4,5,5,3,4,4,5,3,2,2,3,2,2,2,4,4,3,4,5,5,4,3,5,4,5,5,5,3,3,4,4,5,5,5,4,5,3,3,"Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,40,Male,"Baguio City, Benguet"
2/14/2026 17:40:50,Project Manager,10,Very familiar,Currently use BIM,N/A,5,5,4,4,4,4,4,5,4,3,4,4,4,5,4,4,3,4,5,4,3,4,5,5,4,3,2,3,2,3,2,1,5,3,2,4,5,4,3,3,4,3,3,5,4,4,4,5,4,4,3,4,4,3,3,"Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,40,Male,"Baguio City, Benguet"
2/14/2026 17:44:49,Client/Owner/Developer,13,Very familiar,Currently use BIM,N/A,3,4,4,5,5,5,4,5,4,4,4,5,5,3,4,4,3,5,5,4,3,4,4,4,5,3,3,2,2,4,4,5,5,3,4,4,4,5,5,5,3,4,3,4,3,4,5,5,4,3,5,3,4,4,3,"Commercial, Infrastructure, Industrial",Client/Owner/Developer,45,Female,"Baguio City, Benguet"
2/14/2026 17:59:18,Contractor,5,Very familiar,Currently use BIM,N/A,5,4,5,4,5,4,3,4,4,4,4,4,5,4,4,3,4,4,4,3,3,3,3,3,4,4,2,4,3,4,4,4,5,4,2,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,36,Female,"Baguio City, Benguet"
2/14/2026 18:14:40,Contractor,12,Somewhat familiar,Currently use BIM,N/A,4,4,3,2,4,4,4,4,3,4,4,3,4,4,4,5,4,4,5,4,4,3,4,3,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,3,5,5,4,2,4,4,3,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,40,Male,"Metro Manila, Philippines"
2/14/2026 18:17:08,Client/Owner/Developer,25,Very familiar,Currently use BIM,N/A,5,5,5,3,5,5,3,3,4,4,5,5,5,5,3,3,3,5,5,5,5,4,4,5,5,4,2,3,3,2,2,2,5,5,3,3,3,3,2,4,4,5,5,3,1,5,5,5,4,3,3,4,4,4,4,Residential,Client/Owner/Developer,52,Female,Manila
2/14/2026 18:18:02,Project Manager,10,Somewhat familiar,Currently use BIM,N/A,5,5,5,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,5,3,3,4,3,4,5,4,3,2,3,2,2,4,2,4,5,5,5,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,Commercial,Consulting/Project Management Firm,51,Female,"Baguio City, Benguet"
2/14/2026 18:23:34,Client/Owner/Developer,1,Not at all familiar,Not using BIM,"I believe the value of BIM is best realized when handled by those with deep technical expertise. Rather than navigating the software myself, I’d prefer to receive summarized reports and visualizations from the team, allowing me to focus on project outcomes and strategic alignment.",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,27,Prefer not to say,Muntinlupa City
2/14/2026 18:26:03,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,4,5,4,3,4,3,5,3,3,4,4,4,3,4,5,4,4,3,4,3,4,5,3,4,5,3,4,3,4,3,3,4,5,4,4,4,3,5,4,4,4,4,3,4,3,5,3,4,4,4,5,Residential,Construction Company/Contractor,40,Male,"La Trinidad, Benguet"
2/14/2026 18:29:27,Project Manager,8,Very familiar,Currently use BIM,N/A,5,5,4,4,5,4,4,5,4,5,4,4,5,5,4,4,5,4,5,4,4,5,4,5,5,4,4,4,5,5,5,4,4,5,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,"Commercial, Infrastructure",Consulting/Project Management Firm,32,Prefer not to say,"Aurora, Isabela"
2/14/2026 18:46:16,Client/Owner/Developer,0,Not at all familiar,Planning to adopt,N/A,4,4,3,3,4,3,3,3,4,5,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,5,4,4,4,3,4,3,3,3,5,5,5,3,5,3,3,4,5,4,Residential,Client/Owner/Developer,32,Female,Baguio City
2/14/2026 18:47:22,Architect,5,Somewhat familiar,Planning to adopt,N/A,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,Residential,Architecture/Engineering Design Firm,29,Male,"Baguio City, Benguet"
2/14/2026 18:50:31,Engineer,5,Somewhat familiar,Planning to adopt,N/A,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,Commercial,Consulting/Project Management Firm,30,Male,"San Juan City, La Union"
2/14/2026 18:52:49,Contractor,5,Somewhat familiar,Planning to adopt,N/A,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,Infrastructure,Construction Company/Contractor,34,Male,Cavite City
2/14/2026 18:56:19,Project Manager,10,Very familiar,Currently use BIM,N/A,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,4,5,Industrial,Consulting/Project Management Firm,42,Male,"La Trinidad, Benguet"
2/14/2026 18:58:39,Client/Owner/Developer,8,Very familiar,Currently use BIM,N/A,4,5,5,4,5,4,5,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,4,5,5,4,5,4,4,5,4,Commercial,Client/Owner/Developer,35,Male,Quezon City
2/14/2026 19:01:30,Project Manager,8,Very familiar,Currently use BIM,N/A,4,5,4,5,5,4,5,5,4,4,4,3,4,5,5,5,4,4,4,4,4,4,5,5,4,3,4,4,3,4,4,5,5,4,4,4,5,3,3,4,3,3,4,4,3,5,4,5,4,5,4,4,4,4,5,"Residential, Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,40,Male,"Santa Rosa, Nueva Ecija"
2/14/2026 19:10:27,Client/Owner/Developer,3,Somewhat familiar,Currently use BIM,N/A,3,4,4,5,4,3,4,5,4,4,3,5,4,5,3,4,4,5,3,4,3,4,4,5,4,4,3,4,3,5,4,5,4,3,4,5,4,5,4,5,3,4,5,4,4,5,4,3,4,3,4,5,4,4,4,"Residential, Commercial",Client/Owner/Developer,41,Male,"Sta. Cruz, Ilocos Sur"
2/14/2026 19:17:21,Architect,8,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial, Industrial",Architecture/Engineering Design Firm,40,Female,Isabela
2/14/2026 19:25:00,Contractor,5,Very familiar,Currently use BIM,N/A,4,3,4,1,4,4,5,4,3,5,3,4,4,3,5,3,4,4,3,5,4,5,4,4,5,4,4,4,3,3,4,4,2,4,4,3,4,5,4,3,4,3,5,4,4,4,3,5,3,4,3,5,5,4,4,"Commercial, Industrial",Construction Company/Contractor,36,Female,"San Fernando, La Union"
2/14/2026 19:27:04,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,4,5,5,3,4,5,3,5,5,4,5,3,4,5,4,3,3,4,4,3,4,4,4,5,4,3,2,3,2,2,3,3,1,4,5,5,4,5,4,3,5,4,4,5,5,5,5,5,5,4,5,5,4,5,"Residential, Commercial",Construction Company/Contractor,33,Male,"San Manuel, Pangasinan"
2/14/2026 20:05:05,Project Manager,3,Somewhat familiar,Planning to adopt,N/A,4,3,4,5,3,4,3,5,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,5,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,Residential,Architecture/Engineering Design Firm,37,Male,"Tublay, Benguet"
2/14/2026 20:06:29,Contractor,7,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,"Commercial, Infrastructure",Construction Company/Contractor,33,Male,"Talavera, Nueva Ecija"
2/14/2026 20:09:11,Client/Owner/Developer,3,Somewhat familiar,Currently use BIM,N/A,3,3,1,3,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,4,5,5,3,4,3,3,3,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,3,3,5,5,4,3,4,3,4,Residential,Client/Owner/Developer,31,Female,"Naguilian, La Union"
2/14/2026 20:18:39,Client/Owner/Developer,12,Very familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,4,4,4,"Residential, Commercial, Industrial",Client/Owner/Developer,45,Prefer not to say,"Balanga, Bataan"
2/14/2026 20:22:54,Engineer,12,Very familiar,Currently use BIM,N/A,5,4,4,4,5,5,5,4,4,5,4,3,5,4,4,4,4,5,4,5,4,4,5,5,4,4,5,5,5,4,4,4,3,3,5,4,4,5,5,4,4,5,5,4,5,5,4,5,5,4,5,5,4,4,4,"Residential, Infrastructure",Architecture/Engineering Design Firm,37,Male,"Mankayan, Benguet"
2/14/2026 20:31:56,Contractor,38,Very familiar,Planning to adopt,N/A,5,5,4,4,5,4,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,5,5,4,4,5,3,4,4,5,5,4,4,4,4,5,4,5,5,4,4,5,5,4,5,4,5,4,4,4,5,"Commercial, Infrastructure",Construction Company/Contractor,62,Female,"Bontoc, Mountain Province"
2/14/2026 20:34:50,Contractor,2,Not at all familiar,Planning to adopt,N/A,4,4,3,4,3,5,4,4,2,4,3,4,4,5,5,4,3,4,4,4,5,4,4,2,4,3,2,4,3,4,2,4,4,3,4,4,3,2,4,1,2,2,4,4,3,4,4,4,4,5,3,5,4,3,2,"Residential, Commercial",Construction Company/Contractor,33,Male,Baguio City Benguet
2/14/2026 20:35:16,Contractor,4,Somewhat familiar,Not using BIM,"We are currently working with traditional methods, which is what our staff and other workers are accustomed to. the company is being unapable to adapt to such system any time soon, considering this and cost.",4,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,4,3,4,4,3,3,3,4,4,3,4,4,3,3,2,4,4,4,2,2,4,3,4,3,2,4,4,3,4,4,4,3,3,4,4,3,4,3,3,"Residential, Commercial",Construction Company/Contractor,29,Prefer not to say,Tagaytay
2/14/2026 20:43:12,Project Manager,3,Not at all familiar,Planning to adopt,N/A,4,3,4,2,4,1,4,2,4,5,2,5,4,4,4,4,2,4,3,4,3,4,4,5,3,2,4,3,3,2,2,3,4,3,4,2,3,4,3,2,2,4,4,4,3,4,3,4,4,4,4,4,4,3,2,Residential,Consulting/Project Management Firm,27,Prefer not to say,La Trinidad Benguet
2/14/2026 20:50:01,Client/Owner/Developer,7,Somewhat familiar,Planning to adopt,N/A,4,3,4,4,4,5,4,3,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,3,4,5,4,4,3,4,3,3,4,5,3,4,3,4,5,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,Residential,Client/Owner/Developer,39,Male,"Mankayan, Benguet"
2/14/2026 20:50:32,Client/Owner/Developer,0,Not at all familiar,Not using BIM,"Im not an engineer, im just a client",3,3,4,3,4,4,4,4,3,3,3,2,4,4,4,4,4,2,4,4,4,3,4,1,4,3,4,2,4,3,2,4,3,4,4,4,3,3,4,4,3,5,5,3,2,4,4,4,4,4,4,4,4,3,3,Residential,Client/Owner/Developer,24,Female,"Kalinga, Tabuk"
2/14/2026 20:52:07,Client/Owner/Developer,3,Very familiar,Currently use BIM,N/A,5,5,5,4,5,4,4,3,4,5,5,3,5,5,5,4,4,4,5,4,5,4,5,5,4,5,2,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,"Residential, Commercial",Client/Owner/Developer,29,Female,"Baguio City, Benguet"
2/14/2026 20:56:44,Engineer,15,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,37,Male,"Baguio, Benguet"
2/14/2026 21:03:24,Project Manager,20,Very familiar,Currently use BIM,N/A,5,5,4,4,4,4,5,5,4,5,5,4,3,4,5,5,5,4,5,4,4,5,5,5,5,2,1,1,3,3,3,2,4,2,4,5,3,5,5,4,2,2,3,2,3,5,5,5,5,5,5,5,5,5,4,Industrial,Architecture/Engineering Design Firm,61,Male,Cebu City
2/14/2026 21:03:39,Project Manager,6,Very familiar,Currently use BIM,N/A,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,2,4,4,4,3,3,4,4,5,4,2,3,3,3,4,3,4,4,4,5,4,3,4,4,4,Commercial,Architecture/Engineering Design Firm,34,Female,Pampanga
2/14/2026 21:21:44,Project Manager,10,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,5,5,4,4,5,3,4,5,3,2,4,4,5,3,4,4,5,4,4,5,4,4,4,4,4,3,3,4,2,2,5,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5,4,5,5,5,5,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,38,Male,"Binalonan, Pangasinan"
2/14/2026 21:23:36,Contractor,5,Somewhat familiar,Currently use BIM,N/A,4,5,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,4,5,4,4,4,4,5,4,4,5,5,4,5,4,4,4,5,5,4,5,4,4,4,4,5,4,4,5,4,4,5,4,5,4,"Residential, Commercial",Construction Company/Contractor,40,Female,Pangasinan
2/14/2026 21:23:36,Engineer,17,Very familiar,Currently use BIM,N/A,4,4,5,5,4,4,5,4,5,5,4,4,5,5,4,4,4,4,5,5,4,4,4,5,4,4,2,4,4,2,2,2,4,2,3,2,3,2,3,2,2,2,2,2,2,4,4,4,5,5,5,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,52,Male,Urdaneta City
2/14/2026 21:28:05,Contractor,5,Very familiar,Currently use BIM,N/A,4,4,5,4,4,5,5,4,4,4,5,4,4,4,5,5,4,4,4,5,5,4,4,4,5,2,2,3,2,2,4,4,4,2,4,4,4,2,2,4,2,4,4,2,2,4,4,4,4,5,5,4,4,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,28,Female,"Baguio City, Benguet"
2/14/2026 21:36:56,Contractor,6,Very familiar,Currently use BIM,N/A,5,5,4,4,4,5,5,3,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5,3,4,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4,5,"Residential, Commercial, Infrastructure",Construction Company/Contractor,37,Male,"Gerona, Tarlac"
2/14/2026 21:39:53,Project Manager,4,Somewhat familiar,Planning to adopt,N/A,4,3,4,3,3,3,4,3,4,4,3,4,4,4,3,3,4,3,4,4,3,3,4,4,3,3,4,4,4,3,4,4,3,2,2,3,3,4,3,4,4,4,3,4,3,4,3,2,4,4,3,4,3,3,4,"Residential, Industrial",Consulting/Project Management Firm,32,Female,"Vigan, Ilocos Sur"
2/14/2026 21:40:19,Contractor,4,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,30,Male,Muntinlupa City
2/14/2026 21:44:42,Client/Owner/Developer,11,Not at all familiar,Planning to adopt,N/A,4,4,3,5,5,4,4,3,4,5,4,5,4,4,4,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,4,3,3,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,"Residential, Commercial, Infrastructure",Client/Owner/Developer,38,Female,"Balaoan, La Union"
2/14/2026 21:46:22,Client/Owner/Developer,2,Somewhat familiar,Planning to adopt,N/A,4,3,4,5,4,4,4,4,4,4,5,3,5,4,4,4,5,4,4,4,5,4,4,3,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,3,4,5,4,4,4,4,4,4,4,4,5,Commercial,Client/Owner/Developer,30,Male,"Baguio City, Benguet"
2/14/2026 21:47:55,Project Manager,13,Somewhat familiar,Planning to adopt,N/A,4,5,4,3,4,4,5,5,5,4,4,4,3,4,4,4,5,5,5,5,3,4,4,5,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,5,4,5,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,41,Male,"San Fernando, La Union"
2/14/2026 21:52:50,Client/Owner/Developer,0,Somewhat familiar,Currently use BIM,N/A,5,5,3,4,3,3,3,5,4,5,4,3,4,5,5,4,4,4,3,4,5,5,4,4,3,2,1,2,2,2,2,2,1,2,2,2,3,2,3,2,1,4,2,2,2,5,5,5,5,5,4,4,5,5,5,Residential,Client/Owner/Developer,30,Male,"Baguio, Benguet"
2/14/2026 21:55:11,Client/Owner/Developer,3,Somewhat familiar,Currently use BIM,N/A,3,4,3,4,4,3,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,2,3,3,4,3,3,3,3,3,3,4,3,4,4,2,3,4,4,3,4,3,4,3,5,3,4,3,4,4,Residential,Client/Owner/Developer,30,Prefer not to say,"Baguio City, Benguet"
2/14/2026 22:07:30,Engineer,1,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2,3,3,2,3,4,4,2,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Other,27,Male,Philippines
2/14/2026 22:09:25,Project Manager,5,Very familiar,Currently use BIM,N/A,5,5,5,3,5,5,5,3,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial",Consulting/Project Management Firm,30,Female,"Baguio City, Benguet"
2/14/2026 22:13:35,Contractor,5,Somewhat familiar,Currently use BIM,N/A,4,4,4,3,4,3,4,4,3,4,4,5,5,4,4,3,3,3,4,3,4,4,4,3,4,4,2,3,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,3,5,5,4,3,4,4,4,3,4,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,35,Female,"Baguio City, Benguet"
2/14/2026 22:17:33,Contractor,7,Very familiar,Currently use BIM,N/A,4,5,4,3,5,5,4,5,4,4,4,3,5,5,4,4,5,5,4,4,4,4,3,4,4,3,3,4,3,4,2,2,4,4,4,4,4,4,4,2,2,3,4,4,2,4,3,5,4,4,5,4,4,4,5,"Residential, Commercial, Infrastructure",Construction Company/Contractor,42,Female,La Trinidad Benguet
2/14/2026 22:27:31,Contractor,3,Somewhat familiar,Planning to adopt,N/A,5,5,5,4,4,5,5,4,4,5,4,3,4,5,5,5,5,4,5,5,5,5,5,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,3,4,3,4,2,3,2,5,4,4,5,4,4,4,4,5,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,29,Male,"Baguio City, Benguet"
2/14/2026 22:29:19,Project Manager,5,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,30,Male,"Baguio City, Benguet"
2/14/2026 22:29:38,Contractor,5,Very familiar,Currently use BIM,N/A,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,28,Male,"Baguio City, Benguet"
2/14/2026 22:37:12,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,5,5,5,3,5,3,5,3,4,4,5,5,4,5,5,4,5,5,4,5,4,5,2,3,4,2,5,4,5,4,5,5,5,4,4,5,3,5,2,4,4,5,4,4,5,2,4,5,4,3,5,"Residential, Commercial",Construction Company/Contractor,31,Male,"Nueva Ecija, Philippines"
2/14/2026 22:37:52,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,5,4,3,4,4,3,3,4,4,3,4,3,2,4,5,5,4,3,5,3,4,4,4,3,5,4,4,5,4,4,3,5,5,5,4,4,4,5,4,4,5,5,5,4,5,4,4,5,4,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,32,Female,"Baguio City, Benguet"
